Shop Code,Recency,Frequency,Monetary,Volatility,First_Year,True_Churn,R_Score,F_Score,M_Score,V_Score,Segment,Average Order Value,YTD_RLV,Trans_num_orders,Trans_avg_order_value,Expected Lifetime Orders,Expected RLV
Shop 363,8,16,27743.93,3.549646942507243,2023,0,4,4,4,5,Loyal,1733.995625,35561.1,19,1871.636842105263,12.303564932949673,21334.32776563815
Shop 364,15,15,29434.55,5.439161835227896,2023,0,3,4,4,2,At Risk,1962.3033333333333,37340.49,18,2074.4716666666664,12.303564932949673,24143.326479810254
Shop 365,21,16,52387.46,5.105782216082914,2023,0,3,4,4,3,At Risk,3274.21625,63741.48,19,3354.8147368421055,12.303564932949673,40284.53223639398
Shop 366,21,25,20778.64,4.2998107999834,2023,0,3,5,3,4,At Risk,831.1456,25144.99,32,785.7809375,12.303564932949673,10226.053858335415
Shop 367,77,13,29163.38,5.2330840289825264,2023,1,1,4,4,3,At Risk,2243.336923076923,29163.38,13,2243.336923076923,12.303564932949673,27601.041499560448
Shop 368,7,9,7950.13,3.587337506370903,2023,0,5,2,2,4,Promising,883.3477777777778,9712.630000000001,11,882.9663636363638,12.303564932949673,10868.326742265686
Shop 369,6,14,11897.89,4.911085870564226,2023,0,5,4,2,3,Promising,849.8492857142857,13105.72,15,873.7146666666666,12.303564932949673,10456.175870006613
Shop 370,47,16,33503.64,5.831105742406921,2023,0,2,4,4,2,At Risk,2093.9775,39569.58,18,2198.31,12.303564932949673,25763.388139385625
Shop 371,14,6,5952.53,3.736036803022422,2023,0,3,2,1,4,At Risk,992.0883333333333,9524.55,9,1058.2833333333333,12.303564932949673,12206.223228388484
Shop 372,21,13,16599.65,4.24222534788846,2023,0,3,4,3,4,At Risk,1276.896153846154,18450.66,14,1317.9042857142856,12.303564932949673,15710.37474147985
Shop 373,30,11,45240.04,8.726164664088301,2023,0,2,3,4,1,At Risk,4112.730909090909,61527.09,14,4394.792142857143,12.303564932949673,50601.25179174914
Shop 374,219,6,14975.69,6.321020127707273,2023,0,1,2,3,2,At Risk,2495.9483333333333,18944.19,7,2706.312857142857,12.303564932949673,30709.06238845418
Shop 375,345,10,12651.45,4.989764498517427,2023,1,1,3,2,3,At Risk,1265.145,12651.45,10,1265.145,12.303564932949673,15565.793657096614
Shop 376,41,2,3819.34,6.324555320336757,2024,1,2,1,1,2,At Risk,1909.67,3819.34,2,1909.67,12.303564932949673,23495.748845506
Shop 377,27,10,15742.22,4.2293296388332235,2023,1,2,3,3,4,At Risk,1574.222,15742.220000000001,10,1574.2220000000002,12.303564932949673,19368.542595877898
Shop 378,233,1,31605.120000000003,0.0,2023,0,1,1,4,5,At Risk,31605.120000000003,74821.44,3,24940.48,12.303564932949673,388855.6461336664
Shop 379,6,14,66215.87,6.185139051536498,2023,0,5,4,5,2,VIP,4729.705,84087.03,20,4204.3515,12.303564932949673,58192.23258119673
Shop 380,0,23,51313.37,4.686368011892996,2023,0,5,5,4,3,VIP,2231.016086956522,52980.200000000004,25,2119.208,12.303564932949673,27449.451292324862
Shop 381,44,8,16717.24,6.4577859597344895,2023,0,2,2,3,2,At Risk,2089.655,19120.22,9,2124.468888888889,12.303564932949673,25710.20597996295
Shop 382,44,8,20274.81,5.30111594103361,2023,0,2,2,3,3,At Risk,2534.35125,28545.04,11,2595.0036363636364,12.303564932949673,31181.555167277173
Shop 383,71,9,52716.16,6.075025651657459,2023,0,1,2,5,2,At Risk,5857.351111111111,69705.14,12,5808.761666666666,12.303564932949673,72066.29973064047
Shop 384,0,5,2652.06,3.6068450072348983,2024,0,5,1,1,4,Promising,530.412,4246.64,9,471.84888888888895,12.303564932949673,6525.9584832157025
Shop 385,20,5,4694.01,3.9179011028215767,2023,0,3,1,1,4,At Risk,938.802,6769.16,8,846.145,12.303564932949673,11550.611366183019
Shop 386,12,13,17573.8,6.529814694609902,2023,0,4,4,3,2,Loyal,1351.8307692307692,18738.059999999998,14,1338.432857142857,12.303564932949673,16632.337647590073
Shop 387,49,11,28658.9,5.364347822758191,2023,0,2,3,4,3,At Risk,2605.3545454545456,36151.2,14,2582.2285714285713,12.303564932949673,32055.148823355583
Shop 388,33,4,2121.62,2.84749498372377,2023,1,2,1,1,5,At Risk,530.405,2121.62,4,530.405,12.303564932949673,6525.872358261171
Shop 389,6,13,23263.15,0.7194497839568565,2023,0,5,4,3,5,Promising,1789.473076923077,26536.93,15,1769.1286666666667,12.303564932949673,22016.898197688322
Shop 390,14,12,28002.34,6.067619767863848,2023,0,3,3,4,2,At Risk,2333.528333333333,36782.08,15,2452.1386666666667,12.303564932949673,28710.71737204449
Shop 391,7,6,8047.33,4.17634450296289,2023,0,5,2,2,4,Promising,1341.2216666666666,10037.52,7,1433.9314285714286,12.303564932949673,16501.807865312316
Shop 392,20,12,14009.93,4.983485380854175,2023,0,3,3,2,3,At Risk,1167.4941666666666,16990.13,15,1132.6753333333334,12.303564932949673,14364.3402884233
Shop 393,16,9,15295.34,4.475707136148091,2023,0,3,2,3,4,At Risk,1699.4822222222222,18802.62,11,1709.3290909090908,12.303564932949673,20909.689873504714
Shop 394,9,10,14197.53,5.4696979653699005,2023,0,4,3,3,2,Loyal,1419.7530000000002,16168.32,11,1469.8472727272726,12.303564932949673,17468.023224250097
Shop 395,21,11,48520.07,1.422059914224282,2023,0,3,3,4,5,At Risk,4410.915454545455,58434.34,17,3437.3141176470585,12.303564932949673,54269.984708751224
Shop 396,12,14,35348.0,6.019990437382534,2023,0,4,4,4,2,Loyal,2524.8571428571427,37477.02,16,2342.31375,12.303564932949673,31064.743803564645
Shop 397,13,9,38087.19,7.401973000781358,2023,0,4,2,4,1,Loyal,4231.91,47558.21,12,3963.1841666666664,12.303564932949673,52067.57947539905
Shop 398,237,1,1872.5,0.0,2023,1,1,1,1,5,Dormant,1872.5,1872.5,1,1872.5,12.303564932949673,23038.42533694826
Shop 399,20,14,12529.65,2.518952490071757,2023,0,3,4,2,5,At Risk,894.975,15396.09,17,905.6523529411764,12.303564932949673,11011.383025866633
Shop 400,126,4,2224.84,2.904313088626171,2023,1,1,1,1,5,At Risk,556.21,2224.84,4,556.21,12.303564932949673,6843.365851355938
Shop 401,13,5,11867.8,7.234668981658553,2024,0,4,1,2,1,Promising,2373.56,14961.79,6,2493.6316666666667,12.303564932949673,29203.249582252025
Shop 403,2,19,20842.51,4.30517757986012,2023,0,5,4,3,4,Loyal,1096.9742105263158,30133.79,26,1158.991923076923,12.303564932949673,13496.69342898173
Shop 404,71,13,14831.2,5.00344712053238,2023,0,1,4,3,3,At Risk,1140.8615384615384,17009.07,14,1214.9335714285714,12.303564932949673,14036.6640179664
Shop 405,36,9,20637.84,3.547992780420173,2023,0,2,2,3,5,At Risk,2293.0933333333332,28453.149999999998,12,2371.0958333333333,12.303564932949673,28213.222723980674
Shop 406,35,6,6818.39,4.6570041537116635,2023,0,2,2,2,3,At Risk,1136.3983333333333,11293.02,8,1411.6275,12.303564932949673,13981.750683862452
Shop 407,7,23,37335.41,2.3317416218626605,2023,0,5,5,4,5,Promising,1623.278695652174,44843.060000000005,31,1446.5503225806453,12.303564932949673,19972.114836230372
Shop 408,9,14,22101.59,4.777956020115574,2023,0,4,4,3,3,Loyal,1578.685,28155.73,18,1564.2072222222223,12.303564932949673,19423.453406173652
Shop 409,16,22,155439.61000000002,0.57131695338445,2023,0,3,5,5,5,At Risk,7065.436818181819,180361.21000000002,25,7214.448400000001,12.303564932949673,86930.06067215334
Shop 410,118,7,191160.0,4.882803260785284,2023,0,1,2,5,3,At Risk,27308.571428571428,195124.80000000002,8,24390.600000000002,12.303564932949673,335992.78179752274
Shop 411,40,6,12753.7,4.372520905037242,2023,0,2,2,2,4,At Risk,2125.616666666667,17794.25,8,2224.28125,12.303564932949673,26152.662680893376
Shop 412,0,19,24944.8,5.837689774871041,2023,0,5,4,4,2,VIP,1312.8842105263157,34687.55,26,1334.1365384615385,12.303564932949673,16153.156133654893
Shop 413,44,4,5305.78,4.423452048433429,2023,0,2,1,1,4,At Risk,1326.445,6036.87,5,1207.374,12.303564932949673,16320.002187486429
Shop 414,15,10,24948.67,6.828769984404076,2023,0,3,3,4,1,At Risk,2494.8669999999997,33429.8,15,2228.6533333333336,12.303564932949673,30695.75813357335
Shop 415,2,12,7927.81,2.3650921935298377,2023,0,5,3,2,5,Promising,660.6508333333334,9872.82,14,705.2014285714286,12.303564932949673,8128.360425923979
Shop 416,44,9,8410.97,4.538555370212514,2023,0,2,2,2,3,At Risk,934.5522222222221,10279.14,11,934.4672727272726,12.303564932949673,11498.323949343521
Shop 417,22,5,7331.17,4.387763212510935,2023,0,3,1,2,4,At Risk,1466.234,10051.939999999999,6,1675.323333333333,12.303564932949673,18039.90522589853
Shop 418,78,6,48848.83,6.575272431695263,2023,0,1,2,4,2,At Risk,8141.471666666667,67901.78,9,7544.642222222222,12.303564932949673,100169.12530060334
Shop 419,2,5,3431.02,3.858502417111555,2023,0,5,1,1,4,Promising,686.204,4873.02,7,696.1457142857143,12.303564932949673,8442.755471249797
Shop 420,132,10,32872.62,5.786407524668549,2023,0,1,3,4,2,At Risk,3287.262,40600.77,12,3383.3974999999996,12.303564932949673,40445.04146861801
Shop 421,15,21,56289.03,5.030252087127603,2023,0,3,5,5,3,At Risk,2680.43,65788.16,25,2631.5264,12.303564932949673,32978.84455322629
Shop 422,6,11,28508.92,2.3394362579931967,2023,0,5,3,4,5,Promising,2591.72,34937.54,14,2495.5385714285717,12.303564932949673,31887.395308024323
Shop 423,23,17,26241.34,5.134536250691182,2023,0,3,4,4,3,At Risk,1543.6082352941175,33905.54,21,1614.5495238095239,12.303564932949673,18991.884153977033
Shop 424,41,8,11042.88,3.744483097736105,2023,0,2,2,2,4,At Risk,1380.36,14453.64,10,1445.364,12.303564932949673,16983.34889084641
Shop 425,7,19,22989.21,4.274057883327232,2023,0,5,4,3,4,Loyal,1209.9584210526316,29342.56,25,1173.7024000000001,12.303564932949673,14886.801999590312
Shop 426,0,64,222842.52,4.891664749332558,2023,0,5,5,5,3,VIP,3481.914375,278347.51,85,3274.6765882352943,12.303564932949673,42839.959603783376
Shop 427,15,17,154569.06,14.28067072505296,2023,0,3,4,5,1,At Risk,9092.297647058824,229684.57,24,9570.190416666666,12.303564932949673,111867.67449029376
Shop 428,15,18,224046.12,13.441812266874908,2023,0,3,4,5,1,At Risk,12447.006666666666,336137.3,27,12449.52962962963,12.303564932949673,153142.5547441908
Shop 429,14,4,13514.52,8.198052047255564,2023,1,3,1,2,1,At Risk,3378.63,13514.52,4,3378.63,12.303564932949673,41569.193589411756
Shop 430,15,7,53612.33,9.46578792951232,2023,0,3,2,5,1,At Risk,7658.904285714286,79829.51999999999,10,7982.951999999999,12.303564932949673,94231.82619453224
Shop 431,2,2,511.47,2.449489742783178,2023,1,5,1,1,5,Promising,255.735,511.46999999999997,2,255.73499999999999,12.303564932949673,3146.452178127885
Shop 432,12,23,27360.74,4.890575056152832,2023,0,4,5,4,3,Loyal,1189.5973913043479,33985.56,30,1132.8519999999999,12.303564932949673,14636.288747980585
Shop 433,15,3,15601.45,6.742600108252217,2024,0,3,1,3,2,At Risk,5200.483333333334,17981.05,4,4495.2625,12.303564932949673,63984.48437438923
Shop 434,36,8,4297.12,3.1689755117680214,2023,0,2,2,1,5,At Risk,537.14,4726.88,9,525.2088888888889,12.303564932949673,6608.7368680845875
Shop 435,14,11,9739.68,3.207053168951166,2023,0,3,3,2,5,At Risk,885.4254545454546,11998.92,14,857.0657142857143,12.303564932949673,10893.88957328648
Shop 436,29,11,81824.4,5.819081813444099,2023,0,2,3,5,2,At Risk,7438.581818181818,123224.12,15,8214.941333333332,12.303564932949673,91521.07440905883
Shop 437,62,4,3068.33,3.600328829677841,2023,0,1,1,1,4,At Risk,767.0825,3776.7400000000002,5,755.3480000000001,12.303564932949673,9437.849347679366
Shop 438,30,17,70020.63,11.233818391637918,2023,0,2,4,5,1,At Risk,4118.860588235294,93185.44,28,3328.0514285714285,12.303564932949673,50676.66869712022
Shop 439,20,15,87768.66,7.577157743208788,2023,0,3,4,5,1,At Risk,5851.244000000001,102362.72,17,6021.336470588235,12.303564932949673,71991.16049253219
Shop 440,34,16,48909.44,6.419620176859628,2023,0,2,4,4,2,At Risk,3056.84,54477.12,17,3204.5364705882353,12.303564932949673,37610.02942963788
Shop 441,15,20,26648.47,4.889557901316282,2023,0,3,5,4,3,At Risk,1332.4235,31303.24,24,1304.3016666666667,12.303564932949673,16393.55905043807
Shop 442,20,12,8991.91,2.9486791616289323,2023,0,3,3,2,5,At Risk,749.3258333333333,11505.37,16,719.085625,12.303564932949673,9219.379046353291
Shop 443,12,15,20164.05,6.172020807122569,2023,0,4,4,3,2,Loyal,1344.27,25741.31,21,1225.7766666666666,12.303564932949673,16539.313232416258
Shop 444,6,17,35941.12,5.225806893261629,2023,0,5,4,4,3,VIP,2114.183529411765,41543.97,20,2077.1985,12.303564932949673,26011.994334290364
Shop 445,12,14,23425.75,6.718013785193843,2023,0,4,4,3,2,Loyal,1673.267857142857,27803.47,16,1737.716875,12.303564932949673,20587.1597305747
Shop 446,65,8,7911.07,4.431346487032032,2023,0,1,2,2,4,At Risk,988.88375,8745.14,9,971.6822222222222,12.303564932949673,12166.795429263771
Shop 447,5,6,5427.02,4.143889878980115,2023,0,5,2,1,4,Promising,904.5033333333334,7543.2300000000005,8,942.9037500000001,12.303564932949673,11128.61549373609
Shop 448,19,10,12931.76,5.036509745701584,2023,0,3,3,2,3,At Risk,1293.176,16023.36,14,1144.5257142857142,12.303564932949673,15910.674885732125
Shop 449,20,11,10770.93,2.816895564616801,2023,0,3,3,2,5,At Risk,979.1754545454546,13495.98,14,963.9985714285714,12.303564932949673,12047.348785750512
Shop 450,12,22,43538.63,4.65597868860668,2023,0,4,5,4,3,Loyal,1979.0286363636362,53032.01,27,1964.1485185185186,12.303564932949673,24349.107331666844
Shop 451,6,57,460966.28,4.480350894925992,2023,0,5,5,5,4,VIP,8087.127719298246,606548.33,64,9477.31765625,12.303564932949673,99500.50101544317
Shop 452,6,5,4834.25,5.159595773955487,2023,0,5,1,1,3,Promising,966.85,6369.9,7,909.9857142857143,12.303564932949673,11895.701755422391
Shop 453,64,7,4753.05,2.313921925343693,2023,0,1,2,1,5,At Risk,679.0071428571429,7869.62,12,655.8016666666666,12.303564932949673,8354.208472079492
Shop 454,49,12,11889.09,5.468943505673512,2023,0,2,3,2,2,At Risk,990.7575,14245.91,16,890.369375,12.303564932949673,12189.849234056886
Shop 455,13,7,5745.62,2.769269926427486,2023,0,4,2,1,5,Promising,820.8028571428571,7366.67,9,818.5188888888889,12.303564932949673,10098.801250007757
Shop 456,2,39,42467.88,4.106286562300711,2023,0,5,5,4,4,VIP,1088.9199999999998,48592.55,44,1104.3761363636365,12.303564932949673,13397.597926787555
Shop 457,23,5,8597.87,6.074687802167794,2023,0,3,1,2,2,At Risk,1719.574,17068.75,10,1706.875,12.303564932949673,21156.890366012
Shop 458,0,50,196460.49,7.801167921842811,2023,0,5,5,5,1,VIP,3929.2097999999996,233367.35,62,3763.9895161290324,12.303564932949673,48343.28790948219
Shop 459,29,6,5186.2,2.7426742882635025,2023,0,2,2,1,5,At Risk,864.3666666666667,8132.26,8,1016.5325,12.303564932949673,10634.791409210598
Shop 460,12,32,117738.59,2.898371116401224,2023,0,4,5,5,5,Promising,3679.3309375,141734.68,39,3634.222564102564,12.303564932949673,45268.887099341846
Shop 461,8,10,16556.47,5.816826963753838,2023,0,4,3,3,2,Loyal,1655.6470000000002,21071.39,12,1755.9491666666665,12.303564932949673,20370.36037054333
Shop 462,2,5,15983.37,4.663925350936228,2023,0,5,1,3,3,Loyal,3196.674,18653.95,7,2664.85,12.303564932949673,39330.48612847196
Shop 463,35,5,3792.92,3.3028912953790828,2023,0,2,1,1,5,At Risk,758.5840000000001,5285.11,7,755.0157142857142,12.303564932949673,9333.287501096695
Shop 464,300,9,20225.5,3.950968106632212,2023,1,1,2,3,4,At Risk,2247.277777777778,20225.5,9,2247.277777777778,12.303564932949673,27649.528061263736
Shop 465,12,6,1917.0,2.799405272760701,2023,0,4,2,1,5,Promising,319.5,2392.4900000000002,7,341.7842857142858,12.303564932949673,3930.9889960774203
Shop 466,6,45,65643.18000000001,4.274377351301108,2023,0,5,5,5,4,VIP,1458.7373333333335,78331.18000000001,51,1535.9054901960785,12.303564932949673,17947.66950078452
Shop 467,8,38,179304.65,5.5507703258198395,2023,0,4,5,5,2,Loyal,4718.543421052632,231794.92,45,5150.9982222222225,12.303564932949673,58054.90536986355
Shop 468,0,36,242203.21,11.13016288153326,2023,0,5,5,5,1,VIP,6727.866944444444,279707.27,42,6659.696904761905,12.303564932949673,82776.74781121792
Shop 469,2,60,332741.44,6.140189766071812,2023,0,5,5,5,2,VIP,5545.690666666666,388746.08,69,5634.00115942029,12.303564932949673,68231.76521538629
Shop 470,126,13,33122.62,10.071530621675354,2023,1,1,4,4,1,At Risk,2547.8938461538464,33122.62,13,2547.8938461538464,12.303564932949673,31348.177378416734
Shop 471,65,1,1618.22,0.0,2024,0,1,1,1,5,Dormant,1618.22,3317.41,2,1658.705,12.303564932949673,19909.874845797818
Shop 472,16,5,8333.24,4.905560268447276,2024,0,3,1,2,3,At Risk,1666.648,14882.960000000001,9,1653.6622222222222,12.303564932949673,20505.711888370704
Shop 473,42,5,2351.67,2.9531781457802864,2023,0,2,1,1,5,At Risk,470.334,4000.88,8,500.11,12.303564932949673,5786.784909173952
Shop 474,100,1,198.95,0.0,2024,1,1,1,1,5,Dormant,198.95,198.95,1,198.95,12.303564932949673,2447.7942434103375
Shop 475,15,4,11659.82,8.0308613000563,2023,0,3,1,2,1,At Risk,2914.955,15390.01,5,3078.002,12.303564932949673,35864.33811912631
Shop 476,13,13,29869.54,4.939143411675103,2023,0,4,4,4,3,Loyal,2297.6569230769232,36192.26,15,2412.8173333333334,12.303564932949673,28269.371146718277
Shop 477,29,11,16371.03,4.798109815584324,2023,0,2,3,3,3,At Risk,1488.2754545454545,25719.22,15,1714.6146666666668,12.303564932949673,18311.09369311519
Shop 479,27,9,36872.1,4.070846317728605,2023,0,2,2,4,4,At Risk,4096.9,47248.549999999996,13,3634.5038461538456,12.303564932949673,50406.47517380151
Shop 480,15,24,102111.59,8.668100862103024,2023,0,3,5,5,1,At Risk,4254.649583333333,119507.92,28,4268.14,12.303564932949673,52347.35741548893
Shop 481,146,3,11060.34,8.940064032095032,2023,1,1,1,2,1,At Risk,3686.78,11060.34,3,3686.78,12.303564932949673,45360.537123500195
Shop 482,14,18,40272.85,5.573238134980308,2023,0,3,4,4,2,At Risk,2237.3805555555555,53446.33,24,2226.9304166666666,12.303564932949673,27527.75694499679
Shop 483,239,1,2535.36,0.0,2023,1,1,1,1,5,Dormant,2535.36,2535.36,1,2535.36,12.303564932949673,31193.966388403285
Shop 484,49,6,13990.32,5.1814995190906545,2023,0,2,2,2,3,At Risk,2331.72,22905.27,11,2082.2972727272727,12.303564932949673,28688.46842545741
Shop 485,30,8,11917.38,5.314437391798003,2023,1,2,2,2,3,At Risk,1489.6725,11917.38,8,1489.6725,12.303564932949673,18328.28233257947
Shop 486,9,25,145025.12,6.68888999415194,2023,0,4,5,5,2,Loyal,5801.0048,170954.45,31,5514.659677419355,12.303564932949673,71373.03923315273
Shop 487,5,14,42749.13,6.769676157295718,2023,0,5,4,4,1,VIP,3053.5092857142854,50605.4,19,2663.442105263158,12.303564932949673,37569.04977015049
Shop 488,15,18,35276.73,5.192974603082979,2023,0,3,4,4,3,At Risk,1959.8183333333336,42726.1,21,2034.5761904761905,12.303564932949673,24112.752120951875
Shop 489,112,6,14192.19,7.130358757168705,2023,0,1,2,3,1,At Risk,2365.3650000000002,15923.7,7,2274.8142857142857,12.303564932949673,29102.421867626505
Shop 490,12,25,42289.35,6.651385299534998,2023,0,4,5,4,2,Loyal,1691.5739999999998,51121.27,31,1649.0732258064515,12.303564932949673,20812.39054788941
Shop 491,64,4,4589.05,4.763013664888829,2023,0,1,1,1,3,At Risk,1147.2625,6647.06,5,1329.412,12.303564932949673,14115.418663888175
Shop 492,64,1,424.82,0.0,2024,0,1,1,1,5,Dormant,424.82,1343.11,2,671.555,12.303564932949673,5226.80045481568
Shop 493,29,16,65065.34,7.687420809723543,2023,0,2,4,5,1,At Risk,4066.58375,82337.98,21,3920.8561904761905,12.303564932949673,50033.47722340297
Shop 494,19,17,62791.13,6.743913859082483,2023,0,3,4,5,2,At Risk,3693.595882352941,74710.15,20,3735.5074999999997,12.303564932949673,45444.396774604946
Shop 495,12,16,30431.16,5.732566242089013,2023,0,4,4,4,2,Loyal,1901.9475,34457.71,18,1914.3172222222222,12.303564932949673,23400.734565311297
Shop 496,15,10,7222.83,4.690718330696309,2023,0,3,3,2,3,At Risk,722.283,10287.52,13,791.3476923076923,12.303564932949673,8886.65579046569
Shop 497,6,12,15312.42,3.7514737559198377,2023,0,5,3,3,4,Loyal,1276.035,19433.13,18,1079.6183333333333,12.303564932949673,15699.779479216437
Shop 498,16,17,28914.63,5.124875648363922,2023,0,3,4,4,3,At Risk,1700.8605882352942,34785.41,20,1739.2705,12.303564932949673,20926.64868924792
Shop 499,13,17,51786.75,7.407850220785982,2023,0,4,4,4,1,Loyal,3046.279411764706,62124.08,21,2958.289523809524,12.303564932949673,37480.09654655479
Shop 500,5,2,3132.24,5.830951894845301,2024,1,5,1,1,2,Promising,1566.12,3132.24,2,1566.12,12.303564932949673,19268.85911279114
Shop 501,26,13,10916.67,3.946161475894181,2023,0,2,4,2,4,At Risk,839.7438461538461,16207.72,17,953.395294117647,12.303564932949673,10331.842938198746
Shop 502,29,10,29504.14,6.533383137515895,2023,0,2,3,4,2,At Risk,2950.4139999999998,39352.32,13,3027.1015384615384,12.303564932949673,36300.61022808377
Shop 503,2,19,75000.11,6.757963413582495,2023,0,5,4,5,2,VIP,3947.374210526316,93357.92,22,4243.541818181818,12.303564932949673,48566.77491386148
Shop 504,15,11,32578.11,8.041494389435542,2023,0,3,3,4,1,At Risk,2961.6463636363637,40303.090000000004,15,2686.872666666667,12.303564932949673,36438.80834343428
Shop 505,9,18,63971.18,7.196135409874289,2023,0,4,4,5,1,Loyal,3553.9544444444446,73497.91,22,3340.814090909091,12.303564932949673,43726.3092759673
Shop 506,2,7,44613.15,8.559643824196918,2023,0,5,2,4,1,VIP,6373.307142857143,57667.5,9,6407.5,12.303564932949673,78414.39826977481
Shop 507,29,18,54895.17,7.471818321328086,2023,0,2,4,5,1,At Risk,3049.7316666666666,68553.54,23,2980.5886956521736,12.303564932949673,37522.57158890616
Shop 508,5,11,29362.18,5.867130540485817,2023,0,5,3,4,2,VIP,2669.289090909091,36561.3,14,2611.5214285714287,12.303564932949673,32841.771654814205
Shop 509,16,23,53522.2,7.364424568954951,2023,0,3,5,5,1,At Risk,2327.052173913043,65624.1,29,2262.9,12.303564932949673,28631.037524100822
Shop 510,7,19,95573.54,6.830800510238679,2023,0,5,4,5,1,VIP,5030.186315789473,113203.58,24,4716.815833333333,12.303564932949673,61889.223961150674
Shop 511,2,11,26069.87,7.511064765045455,2023,0,5,3,4,1,VIP,2369.9881818181816,30761.07,17,1809.474705882353,12.303564932949673,29159.303485323333
Shop 512,16,17,71752.45,8.344383787854612,2023,0,3,4,5,1,At Risk,4220.732352941176,88244.92,20,4412.246,12.303564932949673,51930.05456901321
Shop 513,7,22,57930.77,5.514610338115892,2023,0,5,5,5,2,VIP,2633.216818181818,71337.98,27,2642.147407407407,12.303564932949673,32397.95410503513
Shop 514,16,13,70333.74,13.46828343521874,2023,0,3,4,5,1,At Risk,5410.287692307693,88831.11,16,5551.944375,12.303564932949673,66565.82592824614
Shop 515,23,8,4292.53,2.3125633254907623,2023,0,3,2,1,5,At Risk,536.56625,4719.33,9,524.37,12.303564932949673,6601.677697704307
Shop 516,14,16,76554.87,11.167740194660766,2023,0,3,4,5,1,At Risk,4784.679375,97736.31000000001,20,4886.815500000001,12.303564932949673,58868.61337365755
Shop 517,0,25,63142.28,5.948100891793738,2023,0,5,5,5,2,VIP,2525.6911999999998,70965.72,28,2534.4900000000002,12.303564932949673,31075.005679779577
Shop 518,30,13,11943.42,3.603051655117127,2023,0,2,4,2,4,At Risk,918.7246153846154,14521.4,17,854.1999999999999,12.303564932949673,11303.58796088383
Shop 519,12,12,55182.69,10.363854638449698,2023,0,4,3,5,1,Loyal,4598.5575,69938.54000000001,16,4371.1587500000005,12.303564932949673,56578.65079915271
Shop 520,495,1,4087.85,0.0,2023,1,1,1,1,5,Dormant,4087.85,4087.85,1,4087.85,12.303564932949673,50295.12791115832
Shop 521,12,25,94300.58,8.050631689881742,2023,0,4,5,5,1,Loyal,3772.0232,115026.75,31,3710.5403225806454,12.303564932949673,46409.33236979261
Shop 522,2,12,49111.37,5.61121658229966,2023,0,5,3,4,2,VIP,4092.6141666666667,63065.130000000005,16,3941.5706250000003,12.303564932949673,50353.74414509305
Shop 523,7,25,72447.64,6.104657828855229,2023,0,5,5,5,2,VIP,2897.9056,79134.88,28,2826.2457142857143,12.303564932949673,35654.569719158484
Shop 524,40,12,42513.07,6.799315113524219,2023,0,2,3,4,1,At Risk,3542.755833333333,51494.02,16,3218.37625,12.303564932949673,43588.526437002896
Shop 525,5,12,90593.67,8.024789029262461,2023,0,5,3,5,1,VIP,7549.4725,111469.81,15,7431.3206666666665,12.303564932949673,92885.42511326789
Shop 526,21,26,131373.58,2.5579653456102753,2023,0,3,5,5,5,At Risk,5052.83,164862.7,30,5495.423333333334,12.303564932949673,62167.82200015609
Shop 527,27,9,19516.79,1.8481996431371872,2023,0,2,2,3,5,At Risk,2168.532222222222,23853.15,11,2168.468181818182,12.303564932949673,26680.67700530476
Shop 528,13,22,60586.11,5.883306145680053,2023,0,4,5,5,2,Loyal,2753.914090909091,70226.82,25,2809.0728000000004,12.303564932949673,33882.96083726507
Shop 529,15,5,2974.93,2.6879844524599954,2023,0,3,1,1,5,At Risk,594.986,3480.74,6,580.1233333333333,12.303564932949673,7320.448885195994
Shop 530,9,15,24956.91,4.34938652458453,2023,0,4,4,4,4,Loyal,1663.794,29090.81,18,1616.1561111111112,12.303564932949673,20470.597514052068
Shop 531,111,2,1677.69,3.8729833462074184,2023,1,1,1,1,4,At Risk,838.845,1677.69,2,838.845,12.303564932949673,10320.78392618017
Shop 532,30,4,12558.31,9.06014388030554,2023,0,2,1,2,1,At Risk,3139.5775,14336.82,5,2867.364,12.303564932949673,38627.9956332778
Shop 533,72,1,15504.82,0.0,2024,1,1,1,3,5,At Risk,15504.82,15504.82,1,15504.82,12.303564932949673,190764.55964369673
Shop 534,100,1,212.41,0.0,2024,1,1,1,1,5,Dormant,212.41,212.41,1,212.41,12.303564932949673,2613.40022740784
Shop 535,7,14,15556.25,3.508615234992281,2023,0,5,4,3,5,Loyal,1111.1607142857142,26706.72,20,1335.336,12.303564932949673,13671.237999157023
Shop 536,7,13,66902.69,8.193280115101217,2023,0,5,4,5,1,VIP,5146.36076923077,84197.66,16,5262.35375,12.303564932949673,63318.5838926156
Shop 537,58,21,191529.71,7.258245879515036,2023,1,1,5,5,1,At Risk,9120.46238095238,191529.71,21,9120.46238095238,12.303564932949673,112214.20112257238
Shop 538,107,37,33207.3,3.520638783532172,2023,1,1,5,4,5,At Risk,897.4945945945947,33207.3,37,897.4945945945947,12.303564932949673,11042.383021565938
Shop 539,0,25,26093.14,4.4438782705453175,2023,0,5,5,4,4,VIP,1043.7256,31469.850000000002,32,983.4328125000001,12.303564932949673,12841.545691781857
Shop 540,142,2,13356.59,10.295630140986995,2023,1,1,1,2,1,At Risk,6678.295,13356.59,2,6678.295,12.303564932949673,82166.83617389314
